Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1976,Innsbruck,Biathlon,"MENZ, Karl-Heinz",GDR,Men,4X7.5KM Relay,Bronze,,
1976,Innsbruck,Biathlon,"ULLRICH, Frank",GDR,Men,4X7.5KM Relay,Bronze,,
1976,Innsbruck,Luge,"RINN, Hans",GDR,Men,Singles,Bronze,,
1976,Innsbruck,Skating,"ERRATH, Christine",GDR,Women,Individual,Bronze,,
1976,Innsbruck,Skating,"GROSS, Manuela",GDR,Women,Pairs,Bronze,,
1976,Innsbruck,Skating,"KAGELMANN, Uwe",GDR,Men,Pairs,Bronze,,
1976,Innsbruck,Skiing,"DEBERTSHeUSER, Monika",GDR,Women,4X5KM Relay,Bronze,,
1976,Innsbruck,Skiing,"KRAUSE, Sigrun",GDR,Women,4X5KM Relay,Bronze,,
1976,Innsbruck,Skiing,"PETZOLD, Barbara",GDR,Women,4X5KM Relay,Bronze,,
1976,Innsbruck,Skiing,"SCHMIDT, Veronika",GDR,Women,4X5KM Relay,Bronze,,
1976,Innsbruck,Skiing,"WINKLER, Konrad",GDR,Men,Individual,Bronze,,
1976,Innsbruck,Skiing,"GLASS, Henry",GDR,Men,K120 Individual (90M),Bronze,,
1976,Innsbruck,Skiing,"PLANK, Herbert",ITA,Men,Downhill,Bronze,,
1976,Innsbruck,Skiing,"FROMMELT, Willy",LIE,Men,Slalom,Bronze,,
1976,Innsbruck,Skiing,"WENZEL, Hanni",LIE,Women,Slalom,Bronze,,
1976,Innsbruck,Skating,"VAN HELDEN, Hans",NED,Men,10000M,Bronze,,
1976,Innsbruck,Skating,"VAN HELDEN, Hans",NED,Men,1500M,Bronze,,
1976,Innsbruck,Skating,"VAN HELDEN, Hans",NED,Men,5000M,Bronze,,
1976,Innsbruck,Skating,"KORSMO, Lisbeth",NOR,Women,3000M,Bronze,,
1976,Innsbruck,Bobsleigh,"BENZ, Joseph",SUI,Men,Two-Man,Bronze,,
1976,Innsbruck,Bobsleigh,"SCHeRER, Erich",SUI,Men,Two-Man,Bronze,,
1976,Innsbruck,Skiing,"STENMARK, Ingemar",SWE,Men,Giant Slalom,Bronze,,
1976,Innsbruck,Skiing,"Se_DERGREN, Benny",SWE,Men,50KM,Bronze,,
1976,Innsbruck,Biathlon,"YELIZAROV, Aleksandr",URS,Men,20KM,Bronze,,
1976,Innsbruck,Skating,"MURATOV, Valery",URS,Men,1000M,Bronze,,
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,1500M,Bronze,,
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,500M,Bronze,,
1976,Innsbruck,Skiing,"KULAKOVA, Galina",URS,Women,10KM,Bronze,,
1976,Innsbruck,Skiing,"GARANIN, Ivan",URS,Men,30KM Mass Start,Bronze,,
1976,Innsbruck,Skiing,"BAZHUKOV, Nikolay",URS,Men,4X10KM Relay,Bronze,,
1976,Innsbruck,Skiing,"BELYAEV, Yevgeny",URS,Men,4X10KM Relay,Bronze,,
1976,Innsbruck,Skiing,"GARANIN, Ivan",URS,Men,4X10KM Relay,Bronze,,
1976,Innsbruck,Skiing,"SAVELYEV, Sergey",URS,Men,4X10KM Relay,Bronze,,
1976,Innsbruck,Skiing,"BALDYCHEVA, Nina",URS,Women,5KM,Bronze,,
1976,Innsbruck,Skating,"MILLNS, James",USA,Men,Ice Dancing,Bronze,,
1976,Innsbruck,Skating,"O'CONNOR, Colleen",USA,Women,Ice Dancing,Bronze,,
1976,Innsbruck,Skating,"YOUNG, Sheila",USA,Women,1000M,Bronze,,
1976,Innsbruck,Skating,"IMMERFALL, Daniel",USA,Men,500M,Bronze,,
1976,Innsbruck,Skiing,"NELSON, Cynthia",USA,Women,Downhill,Bronze,,
1980,Lake Placid,Luge,"FLUCKINGER, Georg",AUT,Men,Doubles,Bronze,,
1980,Lake Placid,Luge,"SCHROTT, Karl",AUT,Men,Doubles,Bronze,,
1980,Lake Placid,Skiing,"ENN, Hans",AUT,Men,Giant Slalom,Bronze,,
1980,Lake Placid,Skiing,"LEBANOV, Ivan",BUL,Men,30KM Mass Start,Bronze,,
1980,Lake Placid,Skiing,"PODBORSKI, Steve",CAN,Men,Downhill,Bronze,,
1980,Lake Placid,Skiing,"TAKALO, Helena",FIN,Women,10KM,Bronze,,
1980,Lake Placid,Skiing,"KIRVESNIEMI, Harri",FIN,Men,4X10KM Relay,Bronze,,
1980,Lake Placid,Skiing,"MIETO, Juha",FIN,Men,4X10KM Relay,Bronze,,
1980,Lake Placid,Skiing,"PITKeNEN, Matti",FIN,Men,4X10KM Relay,Bronze,,
1980,Lake Placid,Skiing,"TEURAJeRVI, Pertti",FIN,Men,4X10KM Relay,Bronze,,
1980,Lake Placid,Skiing,"PUIKKONEN, Jari",FIN,Men,K120 Individual (90M),Bronze,,
1980,Lake Placid,Skiing,"PELEN, Perrine",FRA,Women,Giant Slalom,Bronze,,
1980,Lake Placid,Biathlon,"ANGERER, Peter",FRG,Men,4X7.5KM Relay,Bronze,,
1980,Lake Placid,Biathlon,"BERNREITER, Franz",FRG,Men,4X7.5KM Relay,Bronze,,
1980,Lake Placid,Biathlon,"ESTNER, Hansi",FRG,Men,4X7.5KM Relay,Bronze,,
1980,Lake Placid,Biathlon,"WINKLER, Gerhard",FRG,Men,4X7.5KM Relay,Bronze,,
1980,Lake Placid,Luge,"WINKLER, Anton",FRG,Men,Singles,Bronze,,
1980,Lake Placid,Skating,"LURZ, Dagmar",FRG,Women,Individual,Bronze,,
1980,Lake Placid,Biathlon,"ROSCH, Eberhard",GDR,Men,20KM,Bronze,,
1980,Lake Placid,Bobsleigh,"KIRCHNER, Andreas",GDR,Men,Four-Man,Bronze,,
1980,Lake Placid,Bobsleigh,"RICHTER, Detlef",GDR,Men,Four-Man,Bronze,,
1980,Lake Placid,Bobsleigh,"SCHe_NAU, Horst",GDR,Men,Four-Man,Bronze,,
1980,Lake Placid,Bobsleigh,"WETZIG, Roland",GDR,Men,Four-Man,Bronze,,
1980,Lake Placid,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Two-Man,Bronze,,
1980,Lake Placid,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Two-Man,Bronze,,
1980,Lake Placid,Skating,"BEWERSDORFF, Uwe",GDR,Men,Pairs,Bronze,,
1980,Lake Placid,Skating,"MAGER, Manuela",GDR,Women,Pairs,Bronze,,
1980,Lake Placid,Skating,"ALBRECHT, Silvia",GDR,Women,1000M,Bronze,,
1980,Lake Placid,Skating,"BECKER, Sabine",GDR,Women,1500M,Bronze,,
1980,Lake Placid,Skiing,"WINKLER, Konrad",GDR,Men,Individual,Bronze,,
1980,Lake Placid,Skating,"DE BOER, Lieuwe",NED,Men,500M,Bronze,,
1980,Lake Placid,Skating,"OXHOLM, Tom Erik",NOR,Men,10000M,Bronze,,
1980,Lake Placid,Skating,"Re_NNING, Frode",NOR,Men,1000M,Bronze,,
1980,Lake Placid,Skating,"ANDERSEN, Terje",NOR,Men,1500M,Bronze,,
1980,Lake Placid,Skating,"OXHOLM, Tom Erik",NOR,Men,5000M,Bronze,,
1980,Lake Placid,Skiing,"AUNLI, Ove",NOR,Men,15KM,Bronze,,
1980,Lake Placid,Skiing,"AUNLI, Berit",NOR,Women,4X5KM Relay,Bronze,,
1980,Lake Placid,Skiing,"Be_E, Anette",NOR,Women,4X5KM Relay,Bronze,,
1980,Lake Placid,Skiing,"MYRMAEL, Marit",NOR,Women,4X5KM Relay,Bronze,,
1980,Lake Placid,Skiing,"PETTERSEN, Brit",NOR,Women,4X5KM Relay,Bronze,,
1980,Lake Placid,Skiing,"NADIG, Marie-Theres",SUI,Women,Downhill,Bronze,,
1980,Lake Placid,Skiing,"LeeTHY, Jacques",SUI,Men,Slalom,Bronze,,
1980,Lake Placid,Skiing,"HESS, Erika",SUI,Women,Slalom,Bronze,,
1980,Lake Placid,Ice Hockey,"AAHLBERG, Mats",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"ANDERSSON, Sture",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"BERGLUND, Bo",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"ERIKSSON, Jan",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"ERIKSSON, Lars Haakan",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"ERIKSSON, Thomas",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"HOLMGREN, Leif",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"JONSSON, Tomas",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"LINDBERGH, Per-Eric",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"Le_FQVIST, William",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"LUNDHOLM, Bengt",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"LUNDQVIST, Per",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"MOLIN, Lars",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"NeSLUND, Mats",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"NORBERG, Lennart",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"SAMUELSSON, Tommy",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"Se_DERSTRe_M, Dan",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"WALTIN, Mats",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Ice Hockey,"WEINSTOCK, Ulf",SWE,Men,Ice Hockey,Bronze,,
1980,Lake Placid,Skiing,"JERIOVA, Kvetoslava",TCH,Women,5KM,Bronze,,
1980,Lake Placid,Biathlon,"ALYABYEV, Anatoly",URS,Men,10KM,Bronze,,
1980,Lake Placid,Luge,"AMANTOVA, Ingrida",URS,Women,Singles,Bronze,,
1980,Lake Placid,Skating,"MINENKOV, Andrey",URS,Men,Ice Dancing,Bronze,,
1980,Lake Placid,Skating,"MOISEYEVA, Irina",URS,Women,Ice Dancing,Bronze,,
1980,Lake Placid,Skating,"LOBANOV, Vladimir",URS,Men,1000M,Bronze,,
1980,Lake Placid,Skating,"PETRUSEVA, Natalya",URS,Women,500M,Bronze,,
1980,Lake Placid,Skiing,"ZAVYALOV, Aleksandr",URS,Men,50KM,Bronze,,
1980,Lake Placid,Skating,"TICKNER, Charles",USA,Men,Individual,Bronze,,
1980,Lake Placid,Skating,"HEIDEN, Beth",USA,Women,3000M,Bronze,,
1984,Sarajevo,Skiing,"STEINER, Anton",AUT,Men,Downhill,Bronze,,
1984,Sarajevo,Skating,"BOUCHER, Gaetan",CAN,Men,500M,Bronze,,
1984,Sarajevo,Skiing,"KIRVESNIEMI, Harri",FIN,Men,15KM,Bronze,,
1984,Sarajevo,Skiing,"KARVONEN, Aki",FIN,Men,4X10KM Relay,Bronze,,
1984,Sarajevo,Skiing,"KIRVESNIEMI, Harri",FIN,Men,4X10KM Relay,Bronze,,
1984,Sarajevo,Skiing,"MIETO, Juha",FIN,Men,4X10KM Relay,Bronze,,
1984,Sarajevo,Skiing,"RISTANEN, Kari",FIN,Men,4X10KM Relay,Bronze,,
1984,Sarajevo,Skiing,"HYYTIAINEN, Eija",FIN,Women,4X5KM Relay,Bronze,,
1984,Sarajevo,Skiing,"KIRVESNIEMI, Marja-Liisa",FIN,Women,4X5KM Relay,Bronze,,
1984,Sarajevo,Skiing,"MeeTTe, Pirkko",FIN,Women,4X5KM Relay,Bronze,,
1984,Sarajevo,Skiing,"MATIKAINEN, Marjo",FIN,Women,4X5KM Relay,Bronze,,
1984,Sarajevo,Skiing,"KARVONEN, Aki",FIN,Men,50KM,Bronze,,
1984,Sarajevo,Skiing,"YLIPULLI, Jukka",FIN,Men,Individual,Bronze,,
1984,Sarajevo,Skiing,"PUIKKONEN, Jari",FIN,Men,K90 Individual (70M),Bronze,,
1984,Sarajevo,Skiing,"PELEN, Perrine",FRA,Women,Giant Slalom,Bronze,,
1984,Sarajevo,Skiing,"BOUVET, Didier",FRA,Men,Slalom,Bronze,,
1984,Sarajevo,Biathlon,"ANGERER, Peter",FRG,Men,4X7.5KM Relay,Bronze,,
1984,Sarajevo,Biathlon,"FISCHER, Fritz",FRG,Men,4X7.5KM Relay,Bronze,,
1984,Sarajevo,Biathlon,"PICHLER, Walter",FRG,Men,4X7.5KM Relay,Bronze,,
1984,Sarajevo,Biathlon,"REITER, Ernst",FRG,Men,4X7.5KM Relay,Bronze,,
1984,Sarajevo,Biathlon,"JACOB, Matthias",GDR,Men,10KM,Bronze,,
1984,Sarajevo,Luge,"HOFFMANN, Je_rg",GDR,Men,Doubles,Bronze,,
1984,Sarajevo,Luge,"PIETZSCH, Jochen",GDR,Men,Doubles,Bronze,,
1984,Sarajevo,Luge,"OBERHOFFNER, Ute",GDR,Women,Singles,Bronze,,
1984,Sarajevo,Skating,"SCHe_FISCH, Rene",GDR,Men,10000M,Bronze,,
1984,Sarajevo,Skating,"ZANGE, Gabi",GDR,Women,3000M,Bronze,,
1984,Sarajevo,Skating,"SCHe_FISCH, Rene",GDR,Men,5000M,Bronze,,
1984,Sarajevo,Skiing,"WENZEL, Andreas",LIE,Men,Giant Slalom,Bronze,,
1984,Sarajevo,Skiing,"KONZETT, Ursula",LIE,Women,Slalom,Bronze,,
1984,Sarajevo,Biathlon,"KVALFOSS, Eirik",NOR,Men,20KM,Bronze,,
1984,Sarajevo,Skating,"ENGELSTAD, Kai Arne",NOR,Men,1000M,Bronze,,
1984,Sarajevo,Skiing,"PETTERSEN, Brit",NOR,Women,10KM,Bronze,,
1984,Sarajevo,Skiing,"JAHREN, Anne",NOR,Women,20KM,Bronze,,
1984,Sarajevo,Bobsleigh,"FREIERMUTH, Rico",SUI,Men,Four-Man,Bronze,,
1984,Sarajevo,Bobsleigh,"GIOBELLINA, Silvio",SUI,Men,Four-Man,Bronze,,
1984,Sarajevo,Bobsleigh,"SALZMANN, Urs",SUI,Men,Four-Man,Bronze,,
1984,Sarajevo,Bobsleigh,"STETTLER, Heinz",SUI,Men,Four-Man,Bronze,,
1984,Sarajevo,Ice Hockey,"AAHLEN, Thomas",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"EKLUND, Per-Erik",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"EKLUND, Thomas",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"ERICSSON, Bo",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"ERIKSSON, Lars Haakan",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"GRADIN, Peter",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"HESSEL, Mats",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"HJeLM, Peter Michael",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"LINDBLOM, Ge_ran",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"Me_RTH, Tommy",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"NORDIN, Leif Haakan",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"e_HLING, Jens",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"RIDDERVALL, Rolf-Lennart",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"RUNDQVIST, Thomas",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"SANDSTROEM, Thomas",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"Se_DERGREN, Karl Haakan",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"THELIN, Mats",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"THELVEN, Arne Michael",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"WeLITALO, Ge_te",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Ice Hockey,"WALTIN, Mats",SWE,Men,Ice Hockey,Bronze,,
1984,Sarajevo,Skiing,"SVAN, Gunde Anders",SWE,Men,30KM Mass Start,Bronze,,
1984,Sarajevo,Skating,"SABOVCIK, Josef",TCH,Men,Individual,Bronze,,
1984,Sarajevo,Skiing,"CHARVATOVA, Olga",TCH,Women,Downhill,Bronze,,
1984,Sarajevo,Skiing,"JERIOVA, Kvetoslava",TCH,Women,5KM,Bronze,,
1984,Sarajevo,Skiing,"PLOC, Pavel",TCH,Men,K120 Individual (90M),Bronze,,
1984,Sarajevo,Bobsleigh,"ALEKSANDROV, Vladimir",URS,Men,Two-Man,Bronze,,
1984,Sarajevo,Bobsleigh,"EKMANIS, Zintis",URS,Men,Two-Man,Bronze,,
1984,Sarajevo,Luge,"DUDIN, Valery",URS,Men,Singles,Bronze,,
1984,Sarajevo,Skating,"KLIMOVA, Marina",URS,Women,Ice Dancing,Bronze,,
1984,Sarajevo,Skating,"PONOMARENKO, Sergey",URS,Men,Ice Dancing,Bronze,,
1984,Sarajevo,Skating,"IVANOVA, Kira",URS,Women,Individual,Bronze,,
1984,Sarajevo,Skating,"MAKAROV, Oleg",URS,Men,Pairs,Bronze,,
1984,Sarajevo,Skating,"SELEZNYOVA, Larisa",URS,Women,Pairs,Bronze,,
1984,Sarajevo,Skating,"PETRUSEVA, Natalya",URS,Women,1000M,Bronze,,
1984,Sarajevo,Skating,"BOZHYEV, Oleg",URS,Men,1500M,Bronze,,
1984,Sarajevo,Skating,"PETRUSEVA, Natalya",URS,Women,1500M,Bronze,,
1984,Sarajevo,Skating,"SHIVE, Natalya",URS,Women,500M,Bronze,,
1988,Calgary,Skating,"HADSCHIEFF, Michael",AUT,Men,1500M,Bronze,,
1988,Calgary,Skiing,"ASCHENWALD, Hansje_rg",AUT,Men,Team,Bronze,,
1988,Calgary,Skiing,"CSAR, Ge_nther",AUT,Men,Team,Bronze,,
1988,Calgary,Skiing,"SULZENBACHER, Klaus",AUT,Men,Team,Bronze,,
1988,Calgary,Skating,"MCCALL, Robert",CAN,Men,Ice Dancing,Bronze,,
1988,Calgary,Skating,"WILSON, Tracy",CAN,Women,Ice Dancing,Bronze,,
1988,Calgary,Skiing,"PERCY, Karen",CAN,Women,Downhill,Bronze,,
1988,Calgary,Skiing,"PERCY, Karen",CAN,Women,Super-G,Bronze,,
1988,Calgary,Skiing,"MATIKAINEN, Marjo",FIN,Women,10KM,Bronze,,
1988,Calgary,Skiing,"KIRVESNIEMI, Marja-Liisa",FIN,Women,4X5KM Relay,Bronze,,
1988,Calgary,Skiing,"MeeTTe, Pirkko",FIN,Women,4X5KM Relay,Bronze,,
1988,Calgary,Skiing,"MATIKAINEN, Marjo",FIN,Women,4X5KM Relay,Bronze,,
1988,Calgary,Skiing,"SAVOLAINEN, Jaana",FIN,Women,4X5KM Relay,Bronze,,
1988,Calgary,Skiing,"PICCARD, Franck",FRA,Men,Downhill,Bronze,,
1988,Calgary,Luge,"SCHWAB, Thomas",FRG,Men,Doubles,Bronze,,
1988,Calgary,Luge,"STAUDINGER, Wolfgang",FRG,Men,Doubles,Bronze,,
1988,Calgary,Skiing,"KINSHOFER GUETHLEIN, Christa",FRG,Women,Slalom,Bronze,,
1988,Calgary,Bobsleigh,"HOYER, Mario",GDR,Men,Two-Man,Bronze,,
1988,Calgary,Bobsleigh,"LEHMANN, Bernhard",GDR,Men,Two-Man,Bronze,,
1988,Calgary,Luge,"SCHMIDT, Cerstin",GDR,Women,Singles,Bronze,,
1988,Calgary,Skating,"EHRIG, Andrea",GDR,Women,1500M,Bronze,,
1988,Calgary,Skating,"ZANGE, Gabi",GDR,Women,3000M,Bronze,,
1988,Calgary,Skating,"ZANGE, Gabi",GDR,Women,5000M,Bronze,,
1988,Calgary,Skating,"KANIA, Karin",GDR,Women,500M,Bronze,,
1988,Calgary,Biathlon,"PASSLER, Johann",ITA,Men,20KM,Bronze,,
1988,Calgary,Biathlon,"KIEM, Werner",ITA,Men,4X7.5KM Relay,Bronze,,
1988,Calgary,Biathlon,"PASSLER, Johann",ITA,Men,4X7.5KM Relay,Bronze,,
1988,Calgary,Biathlon,"TASCHLER, Gottlieb",ITA,Men,4X7.5KM Relay,Bronze,,
1988,Calgary,Biathlon,"ZINGERLE, Andreas",ITA,Men,4X7.5KM Relay,Bronze,,
1988,Calgary,Skating,"KUROIWA, Akira",JPN,Men,500M,Bronze,,
1988,Calgary,Skiing,"FROMMELT, Paul",LIE,Men,Slalom,Bronze,,
1988,Calgary,Skating,"VISSER, Leo",NED,Men,10000M,Bronze,,
1988,Calgary,Skating,"KEMKERS, Gerard",NED,Men,5000M,Bronze,,
1988,Calgary,Skiing,"ULVANG, Vegard",NOR,Men,30KM Mass Start,Bronze,,
1988,Calgary,Skiing,"EIDHAMMER, Ole C.",NOR,Men,K120 Team (90M),Bronze,,
1988,Calgary,Skiing,"FIDJESTe_L, Ole Gunnar",NOR,Men,K120 Team (90M),Bronze,,
1988,Calgary,Skiing,"JOHNSEN, Erik",NOR,Men,K120 Team (90M),Bronze,,
1988,Calgary,Skiing,"KJe_RUM, Jon",NOR,Men,K120 Team (90M),Bronze,,
1988,Calgary,Skiing,"ACCOLA, Paul",SUI,Men,Alpine Combined,Bronze,,
1988,Calgary,Skiing,"WALLISER, Maria",SUI,Women,Alpine Combined,Bronze,,
1988,Calgary,Skiing,"ZURBRIGGEN, Pirmin",SUI,Men,Giant Slalom,Bronze,,
1988,Calgary,Skiing,"WALLISER, Maria",SUI,Women,Giant Slalom,Bronze,,
1988,Calgary,Skiing,"GReeNENFELDER, Andi",SUI,Men,50KM,Bronze,,
1988,Calgary,Ice Hockey,"AASLIN, Peter",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"ANDERSSON, Mikael",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"ANDERSSON, Peter I",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"BERGKVIST, Jonas",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"BERGLUND, Bo",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"EKLUND, Thomas",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"ELDEBRINK, Anders",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"ERIKSSON, Peter",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"ERIKSSON, Thomas",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"HJeLM, Peter Michael",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"IVARSSON, Lars",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"JOHANSSON, Mikael",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"KARLSSON, Lars",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"KIHLSTRe_M, Mats",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"LINDMARK, Peter",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"MOLIN, Lars",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"e_HLING, Jens",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"PETTERSSON, Lars-Gunnar",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"RUNDQVIST, Thomas",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"SAMUELSSON, Tommy",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"SANDSTRe_M, Ulf",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Ice Hockey,"Se_DERGREN, Karl Haakan",SWE,Men,Ice Hockey,Bronze,,
1988,Calgary,Skiing,"ERIKSSON, Lars-Be_rje",SWE,Men,Super-G,Bronze,,
1988,Calgary,Skiing,"BENC, Pavel",TCH,Men,4X10KM Relay,Bronze,,
1988,Calgary,Skiing,"KORUNKA, Vaclav",TCH,Men,4X10KM Relay,Bronze,,
1988,Calgary,Skiing,"NYC, Radim",TCH,Men,4X10KM Relay,Bronze,,
1988,Calgary,Skiing,"SVANDA, Ladislav",TCH,Men,4X10KM Relay,Bronze,,
1988,Calgary,Skiing,"MALEC, Jiri",TCH,Men,K90 Individual (70M),Bronze,,
1988,Calgary,Biathlon,"TCHEPIKOV, Sergei",URS,Men,10KM,Bronze,,
1988,Calgary,Bobsleigh,"KIPURS, Yanis",URS,Men,Four-Man,Bronze,,
1988,Calgary,Bobsleigh,"KOSLOV, Vladimir",URS,Men,Four-Man,Bronze,,
1988,Calgary,Bobsleigh,"OSSIS, Gountis",URS,Men,Four-Man,Bronze,,
1988,Calgary,Bobsleigh,"TONE, Juris",URS,Men,Four-Man,Bronze,,
1988,Calgary,Luge,"KHARCHENKO, Yury",URS,Men,Singles,Bronze,,
1988,Calgary,Skating,"PETRENKO, Viktor",URS,Men,Individual,Bronze,,
1988,Calgary,Skating,"ZHELEZOVSKY, Igor",URS,Men,1000M,Bronze,,
1988,Calgary,Skiing,"SMIRNOV, Vladimir",URS,Men,15KM,Bronze,,
1988,Calgary,Skiing,"SMETANINA, Raisa",URS,Women,20KM,Bronze,,
1988,Calgary,Skiing,"VENCIENE, Vida",URS,Women,5KM,Bronze,,
1988,Calgary,Skiing,"LEVANDI, Allar",URS,Men,Individual,Bronze,,
1988,Calgary,Skating,"THOMAS, Debra",USA,Women,Individual,Bronze,,
1988,Calgary,Skating,"OPPEGARD, Peter",USA,Men,Pairs,Bronze,,
1988,Calgary,Skating,"WATSON, Jill",USA,Women,Pairs,Bronze,,
1988,Calgary,Skating,"BLAIR, Bonnie",USA,Women,1000M,Bronze,,
1988,Calgary,Skiing,"DEBELAK, Matjaz",YUG,Men,K120 Individual (90M),Bronze,,
1992,Albertville,Luge,"SCHMIDT, Markus",AUT,Men,Singles,Bronze,,
1992,Albertville,Skating,"HUNYADY, Emese",AUT,Women,3000M,Bronze,,
1992,Albertville,Skiing,"MADER, Ge_nther",AUT,Men,Downhill,Bronze,,
1992,Albertville,Skiing,"STALLMAIER, Veronika",AUT,Women,Downhill,Bronze,,
1992,Albertville,Skiing,"TRITSCHER, Michael",AUT,Men,Slalom,Bronze,,
1992,Albertville,Skiing,"SULZENBACHER, Klaus",AUT,Men,Individual,Bronze,,
1992,Albertville,Skiing,"KREINER, Stefan",AUT,Men,Team,Bronze,,
1992,Albertville,Skiing,"OFNER, Klaus",AUT,Men,Team,Bronze,,
1992,Albertville,Skiing,"SULZENBACHER, Klaus",AUT,Men,Team,Bronze,,
1992,Albertville,Skiing,"KUTTIN, Heinz",AUT,Men,K120 Individual (90M),Bronze,,
1992,Albertville,Biathlon,"BEDARD, Myriam",CAN,Women,15KM,Bronze,,
1992,Albertville,Skating,"BRASSEUR, Isabelle",CAN,Women,Pairs,Bronze,,
1992,Albertville,Skating,"EISLER, Lloyd",CAN,Men,Pairs,Bronze,,
1992,Albertville,Skiing,"FERNANDEZ OCHOA, Blanca",ESP,Women,Slalom,Bronze,,
