Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1976,Innsbruck,Skating,"DIDRIKSEN, Je_rn",NOR,Men,1000M,Silver,,
1976,Innsbruck,Skiing,"FORMO, Ivar",NOR,Men,4X10KM Relay,Silver,,
1976,Innsbruck,Skiing,"MARTINSEN, Odd",NOR,Men,4X10KM Relay,Silver,,
1976,Innsbruck,Skiing,"SAGSTUEN, Einar",NOR,Men,4X10KM Relay,Silver,,
1976,Innsbruck,Skiing,"TYLDUM, Paal",NOR,Men,4X10KM Relay,Silver,,
1976,Innsbruck,Bobsleigh,"BeCHLI, Ulrich",SUI,Men,Four-Man,Silver,,
1976,Innsbruck,Bobsleigh,"BENZ, Joseph",SUI,Men,Four-Man,Silver,,
1976,Innsbruck,Bobsleigh,"MARTI, Rudolf",SUI,Men,Four-Man,Silver,,
1976,Innsbruck,Bobsleigh,"SCHeRER, Erich",SUI,Men,Four-Man,Silver,,
1976,Innsbruck,Skiing,"RUSSI, Bernhard",SUI,Men,Downhill,Silver,,
1976,Innsbruck,Skiing,"GOOD, Ernst",SUI,Men,Giant Slalom,Silver,,
1976,Innsbruck,Ice Hockey,"AUGUSTA, Josef",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"BUBLA, Jiri",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"CHALUPA, Milan",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"CRHA, Jiri",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"DVORAK, Miroslav",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"EBERMANN, Bohuslav",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"HLINKA, Ivan",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"HOLECEK, Jiri",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"HOLIK, Jiri",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"KAJKL, Milan",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"MACHAC, Oldrich",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"MARTINEC, Vladimir",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"NOVAK, Eduard",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"NOVAK, Jiri",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"NOVY, Milan",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"POSPISIL, Frantisek",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"POUZAR, Jaroslav",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Ice Hockey,"STASTNY, Bohuslav",TCH,Men,Ice Hockey,Silver,,
1976,Innsbruck,Skating,"MINENKOV, Andrey",URS,Men,Ice Dancing,Silver,,
1976,Innsbruck,Skating,"MOISEYEVA, Irina",URS,Women,Ice Dancing,Silver,,
1976,Innsbruck,Skating,"KOVALYOV, Vladimir",URS,Men,Individual,Silver,,
1976,Innsbruck,Skating,"KONDAKOV, Yury",URS,Men,1500M,Silver,,
1976,Innsbruck,Skating,"MURATOV, Valery",URS,Men,500M,Silver,,
1976,Innsbruck,Skiing,"BELYAEV, Yevgeny",URS,Men,15KM,Silver,,
1976,Innsbruck,Skiing,"SMETANINA, Raisa",URS,Women,5KM,Silver,,
1976,Innsbruck,Skating,"MUELLER, Leah",USA,Women,1000M,Silver,,
1976,Innsbruck,Skating,"YOUNG, Sheila",USA,Women,1500M,Silver,,
1976,Innsbruck,Skiing,"KOCH, William",USA,Men,30KM Mass Start,Silver,,
1980,Lake Placid,Skiing,"WIRNSBERGER, Peter",AUT,Men,Downhill,Silver,,
1980,Lake Placid,Skiing,"NEUPER, Hubert",AUT,Men,K120 Individual (90M),Silver,,
1980,Lake Placid,Skating,"BOUCHER, Gaetan",CAN,Men,1000M,Silver,,
1980,Lake Placid,Skiing,"RIIHIVUORI, Hilkka",FIN,Women,10KM,Silver,,
1980,Lake Placid,Skiing,"MIETO, Juha",FIN,Men,15KM,Silver,,
1980,Lake Placid,Skiing,"MIETO, Juha",FIN,Men,50KM,Silver,,
1980,Lake Placid,Skiing,"RIIHIVUORI, Hilkka",FIN,Women,5KM,Silver,,
1980,Lake Placid,Skiing,"KARJALAINEN, Jouko",FIN,Men,Individual,Silver,,
1980,Lake Placid,Skiing,"EPPLE, Irene",FRG,Women,Giant Slalom,Silver,,
1980,Lake Placid,Skiing,"KINSHOFER GUETHLEIN, Christa",FRG,Women,Slalom,Silver,,
1980,Lake Placid,Biathlon,"ULLRICH, Frank",GDR,Men,20KM,Silver,,
1980,Lake Placid,Biathlon,"JUNG, Mathias",GDR,Men,4X7.5KM Relay,Silver,,
1980,Lake Placid,Biathlon,"ROSCH, Eberhard",GDR,Men,4X7.5KM Relay,Silver,,
1980,Lake Placid,Biathlon,"SIEBERT, Klaus",GDR,Men,4X7.5KM Relay,Silver,,
1980,Lake Placid,Biathlon,"ULLRICH, Frank",GDR,Men,4X7.5KM Relay,Silver,,
1980,Lake Placid,Bobsleigh,"GERHARDT, Hans Je_rgen",GDR,Men,Two-Man,Silver,,
1980,Lake Placid,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Two-Man,Silver,,
1980,Lake Placid,Luge,"SOLLMANN, Melitta",GDR,Women,Singles,Silver,,
1980,Lake Placid,Skating,"HOFFMANN, Jan",GDR,Men,Individual,Silver,,
1980,Lake Placid,Skating,"BECKER, Sabine",GDR,Women,3000M,Silver,,
1980,Lake Placid,Skiing,"DECKERT, Manfred",GDR,Men,K90 Individual (70M),Silver,,
1980,Lake Placid,Skating,"REGe_CZY, Krisztina",HUN,Women,Ice Dancing,Silver,,
1980,Lake Placid,Skating,"SALLAY, Andras",HUN,Men,Ice Dancing,Silver,,
1980,Lake Placid,Luge,"BRUNNER, Karl",ITA,Men,Doubles,Silver,,
1980,Lake Placid,Luge,"GSCHNITZER, Peter",ITA,Men,Doubles,Silver,,
1980,Lake Placid,Luge,"HILDGARTNER, Paul",ITA,Men,Singles,Silver,,
1980,Lake Placid,Skiing,"YAGI, Hirokazu",JPN,Men,K90 Individual (70M),Silver,,
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Downhill,Silver,,
1980,Lake Placid,Skiing,"WENZEL, Andreas",LIE,Men,Giant Slalom,Silver,,
1980,Lake Placid,Skating,"KLEINE, Piet",NED,Men,10000M,Silver,,
1980,Lake Placid,Skating,"VISSER, Adriana",NED,Women,1500M,Silver,,
1980,Lake Placid,Skating,"STENSHJEMMET, Kai Arne",NOR,Men,1500M,Silver,,
1980,Lake Placid,Skating,"STENSHJEMMET, Kai Arne",NOR,Men,5000M,Silver,,
1980,Lake Placid,Skiing,"AALAND, Per Knut",NOR,Men,4X10KM Relay,Silver,,
1980,Lake Placid,Skiing,"AUNLI, Ove",NOR,Men,4X10KM Relay,Silver,,
1980,Lake Placid,Skiing,"BRAA, Oddvar",NOR,Men,4X10KM Relay,Silver,,
1980,Lake Placid,Skiing,"ERIKSEN, Lars Erik",NOR,Men,4X10KM Relay,Silver,,
1980,Lake Placid,Bobsleigh,"BeCHLI, Ulrich",SUI,Men,Four-Man,Silver,,
1980,Lake Placid,Bobsleigh,"BENZ, Joseph",SUI,Men,Four-Man,Silver,,
1980,Lake Placid,Bobsleigh,"MARTI, Rudolf",SUI,Men,Four-Man,Silver,,
1980,Lake Placid,Bobsleigh,"SCHeRER, Erich",SUI,Men,Four-Man,Silver,,
1980,Lake Placid,Biathlon,"ALIKIN, Vladimir",URS,Men,10KM,Silver,,
1980,Lake Placid,Ice Hockey,"BALDERIS, Helmuts",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"BILJALETDINOV, Zinetula",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"FETISOV, Viacheslav",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"GOLIKOV, Aleksandr",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"GOLIKOV, Vladimir",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"KASATONOV, Aleksei",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"KHARLAMOV, Valery",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"KRUTOV, Vladimir",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"LEBEDEV, Yuri",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"MAKAROV, Sergei",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"MALTSEV, Aleksandr",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"MIKHAYLOV, Boris",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"MYSHKIN, Vladimir",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"PERVUKHINE, Vasili",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"PETROV, Vladimir",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"SKVORTSOV, Aleksandr",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"STARIKOV, Sergei",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"TRETYAK, Vladislav",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"VASILYEV, Valery",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Ice Hockey,"ZHLUKTOV, Viktor",URS,Men,Ice Hockey,Silver,,
1980,Lake Placid,Skating,"CHERKASOVA, Marina",URS,Women,Pairs,Silver,,
1980,Lake Placid,Skating,"SHAKRAY, Sergey",URS,Men,Pairs,Silver,,
1980,Lake Placid,Skating,"KULIKOV, Yevgeny",URS,Men,500M,Silver,,
1980,Lake Placid,Skiing,"ROCHEV, Vasily",URS,Men,30KM Mass Start,Silver,,
1980,Lake Placid,Skiing,"BALDYCHEVA, Nina",URS,Women,4X5KM Relay,Silver,,
1980,Lake Placid,Skiing,"KULAKOVA, Galina",URS,Women,4X5KM Relay,Silver,,
1980,Lake Placid,Skiing,"ROCHEVA, Nina",URS,Women,4X5KM Relay,Silver,,
1980,Lake Placid,Skiing,"SMETANINA, Raisa",URS,Women,4X5KM Relay,Silver,,
1980,Lake Placid,Skating,"FRATIANNE, Linda",USA,Women,Individual,Silver,,
1980,Lake Placid,Skating,"MUELLER, Leah",USA,Women,1000M,Silver,,
1980,Lake Placid,Skating,"MUELLER, Leah",USA,Women,500M,Silver,,
1980,Lake Placid,Skiing,"MAHRE, Phillip",USA,Men,Slalom,Silver,,
1984,Sarajevo,Skating,"ORSER, Brian",CAN,Men,Individual,Silver,,
1984,Sarajevo,Skiing,"KARVONEN, Aki",FIN,Men,15KM,Silver,,
1984,Sarajevo,Skiing,"KARJALAINEN, Jouko",FIN,Men,Individual,Silver,,
1984,Sarajevo,Skiing,"NYKANEN, Matti",FIN,Men,K90 Individual (70M),Silver,,
1984,Sarajevo,Skiing,"PELEN, Perrine",FRA,Women,Slalom,Silver,,
1984,Sarajevo,Biathlon,"ANGERER, Peter",FRG,Men,10KM,Silver,,
1984,Sarajevo,Biathlon,"ROETSCH, Frank-Peter",GDR,Men,20KM,Silver,,
1984,Sarajevo,Bobsleigh,"LEHMANN, Bernhard",GDR,Men,Four-Man,Silver,,
1984,Sarajevo,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Four-Man,Silver,,
1984,Sarajevo,Bobsleigh,"VOGE, Ingo",GDR,Men,Four-Man,Silver,,
1984,Sarajevo,Bobsleigh,"WEISE, Eberhard",GDR,Men,Four-Man,Silver,,
1984,Sarajevo,Bobsleigh,"LEHMANN, Bernhard",GDR,Men,Two-Man,Silver,,
1984,Sarajevo,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Two-Man,Silver,,
1984,Sarajevo,Luge,"SCHMIDT, Bettina",GDR,Women,Singles,Silver,,
1984,Sarajevo,Skating,"EHRIG, Andrea",GDR,Women,1000M,Silver,,
1984,Sarajevo,Skating,"EHRIG, Andrea",GDR,Women,1500M,Silver,,
1984,Sarajevo,Skating,"KANIA, Karin",GDR,Women,3000M,Silver,,
1984,Sarajevo,Skating,"KANIA, Karin",GDR,Women,500M,Silver,,
1984,Sarajevo,Skiing,"WEISSFLOG, Jens",GDR,Men,K120 Individual (90M),Silver,,
1984,Sarajevo,Skating,"KITAZAWA, Yoshihiro",JPN,Men,500M,Silver,,
1984,Sarajevo,Biathlon,"KVALFOSS, Eirik",NOR,Men,4X7.5KM Relay,Silver,,
1984,Sarajevo,Biathlon,"LIRHUS, Odd",NOR,Men,4X7.5KM Relay,Silver,,
1984,Sarajevo,Biathlon,"Se_BAK, Kjell",NOR,Men,4X7.5KM Relay,Silver,,
1984,Sarajevo,Biathlon,"STORSVEEN, Rolf",NOR,Men,4X7.5KM Relay,Silver,,
1984,Sarajevo,Skiing,"AUNLI, Berit",NOR,Women,5KM,Silver,,
1984,Sarajevo,Skiing,"MeeLLER, Peter",SUI,Men,Downhill,Silver,,
1984,Sarajevo,Skiing,"WALLISER, Maria",SUI,Women,Downhill,Silver,,
1984,Sarajevo,Skating,"GUSTAFSON, Tomas",SWE,Men,10000M,Silver,,
1984,Sarajevo,Skiing,"SVAN, Gunde Anders",SWE,Men,50KM,Silver,,
1984,Sarajevo,Ice Hockey,"BENAK, Jaroslav",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"CALDR, Vladimir",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"CERNIK, Frantisek",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"CHALUPA, Milan",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"HORAVA, Miloslav",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"HRDINA, Jiri",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"KADLEC, Arnold",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"KORBELA, Jaroslav",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"KRALIK, Jiri",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"KYHOS, Vladimir",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"LALA, Jiri",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"LIBA, Igor",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"LUKAC, Vincent",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"PASEK, Dusan",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"RICHTER, Pavel",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"RUSNAK, Darius",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"RUZICKA, Vladimir",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"SINDEL, Jaromir",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"SVOBODA, Radoslav",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Ice Hockey,"UVIRA, Eduard",TCH,Men,Ice Hockey,Silver,,
1984,Sarajevo,Skiing,"JERIOVA, Kvetoslava",TCH,Women,4X5KM Relay,Silver,,
1984,Sarajevo,Skiing,"PAULU, Blanka",TCH,Women,4X5KM Relay,Silver,,
1984,Sarajevo,Skiing,"SCHVUBOVA, Dagmar",TCH,Women,4X5KM Relay,Silver,,
1984,Sarajevo,Skiing,"SVOBODOVA, Gabriela",TCH,Women,4X5KM Relay,Silver,,
1984,Sarajevo,Luge,"BELIAKOV, Aleksandr",URS,Men,Doubles,Silver,,
1984,Sarajevo,Luge,"BELUSOV, Evgeni",URS,Men,Doubles,Silver,,
1984,Sarajevo,Luge,"DANILIN, Sergey",URS,Men,Singles,Silver,,
1984,Sarajevo,Skating,"BESTEMYANOVA, Natalya",URS,Women,Ice Dancing,Silver,,
1984,Sarajevo,Skating,"BUKIN, Andrey",URS,Men,Ice Dancing,Silver,,
1984,Sarajevo,Skating,"KHLEBNIKOV, Sergey",URS,Men,1000M,Silver,,
1984,Sarajevo,Skating,"KHLEBNIKOV, Sergey",URS,Men,1500M,Silver,,
1984,Sarajevo,Skating,"MALKOV, Igor",URS,Men,5000M,Silver,,
1984,Sarajevo,Skiing,"SMETANINA, Raisa",URS,Women,10KM,Silver,,
1984,Sarajevo,Skiing,"SMETANINA, Raisa",URS,Women,20KM,Silver,,
1984,Sarajevo,Skiing,"ZAVYALOV, Aleksandr",URS,Men,30KM Mass Start,Silver,,
1984,Sarajevo,Skiing,"BATIUK, Aleksandr",URS,Men,4X10KM Relay,Silver,,
1984,Sarajevo,Skiing,"NIKITINE, Vladimir",URS,Men,4X10KM Relay,Silver,,
1984,Sarajevo,Skiing,"ZAVYALOV, Aleksandr",URS,Men,4X10KM Relay,Silver,,
1984,Sarajevo,Skiing,"ZIMYATOV, Nikolay",URS,Men,4X10KM Relay,Silver,,
1984,Sarajevo,Skating,"SUMNERS, Rosalyn",USA,Women,Individual,Silver,,
1984,Sarajevo,Skating,"CARRUTHERS, Kitty",USA,Women,Pairs,Silver,,
1984,Sarajevo,Skating,"CARRUTHERS, Peter",USA,Men,Pairs,Silver,,
1984,Sarajevo,Skiing,"COOPER, Christin",USA,Women,Giant Slalom,Silver,,
1984,Sarajevo,Skiing,"MAHRE, Steven",USA,Men,Slalom,Silver,,
1984,Sarajevo,Skiing,"FRANKO, Jure",YUG,Men,Giant Slalom,Silver,,
1988,Calgary,Skating,"HADSCHIEFF, Michael",AUT,Men,10000M,Silver,,
1988,Calgary,Skiing,"GSTREIN, Bernhard",AUT,Men,Alpine Combined,Silver,,
1988,Calgary,Skiing,"STROLZ, Hubert",AUT,Men,Giant Slalom,Silver,,
1988,Calgary,Skiing,"MAYER, Helmut",AUT,Men,Super-G,Silver,,
1988,Calgary,Skiing,"SULZENBACHER, Klaus",AUT,Men,Individual,Silver,,
1988,Calgary,Skating,"ORSER, Brian",CAN,Men,Individual,Silver,,
1988,Calgary,Skating,"MANLEY, Elizabeth",CAN,Women,Individual,Silver,,
1988,Calgary,Ice Hockey,"BLOMQVIST, Timo",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"ELORANTA, Kari",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"HELMINEN, Raimo",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"JeRVI, Jiro",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"KESKINEN, Esa",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"LAINE, Erkki",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"LAITINEN, Kari",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"LEHTONEN, Erkki",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"LUMME, Jyrki",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"MIKKOLAINEN, Reijo",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"MYLLYS, Jarmo",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"NUMMINEN, Teppo",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"OJANEN, Janne",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"RUOTANEN, Arto",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"RUOTSALAINEN, Reijo",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"SAARINEN, Timo",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"SMIKKANEN, Kari",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"SUSI, Timo",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"TAMMI, Jukka",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"TORKKI, Jari",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"TUOMISTO, Pekka",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Ice Hockey,"VIRTANEN, Jukka",FIN,Men,Ice Hockey,Silver,,
1988,Calgary,Biathlon,"ANGERER, Peter",FRG,Men,4X7.5KM Relay,Silver,,
1988,Calgary,Biathlon,"FISCHER, Fritz",FRG,Men,4X7.5KM Relay,Silver,,
1988,Calgary,Biathlon,"He_CK, Stefan",FRG,Men,4X7.5KM Relay,Silver,,
1988,Calgary,Biathlon,"REITER, Ernst",FRG,Men,4X7.5KM Relay,Silver,,
1988,Calgary,Luge,"HACKL, Georg",FRG,Men,Singles,Silver,,
1988,Calgary,Skiing,"KINSHOFER GUETHLEIN, Christa",FRG,Women,Giant Slalom,Silver,,
1988,Calgary,Skiing,"We_RNDL, Frank",FRG,Men,Slalom,Silver,,
1988,Calgary,Bobsleigh,"HOPPE, Wolfgang",GDR,Men,Four-Man,Silver,,
1988,Calgary,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Four-Man,Silver,,
1988,Calgary,Bobsleigh,"SCHAUERHAMMER, Dietmar",GDR,Men,Four-Man,Silver,,
1988,Calgary,Bobsleigh,"VOGE, Ingo",GDR,Men,Four-Man,Silver,,
1988,Calgary,Bobsleigh,"HOPPE, Wolfgang",GDR,Men,Two-Man,Silver,,
1988,Calgary,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Two-Man,Silver,,
1988,Calgary,Luge,"BEHRENDT, Jan",GDR,Men,Doubles,Silver,,
1988,Calgary,Luge,"KRAUSSE, Stefan",GDR,Men,Doubles,Silver,,
1988,Calgary,Luge,"OBERHOFFNER, Ute",GDR,Women,Singles,Silver,,
1988,Calgary,Skating,"MEY, Uwe-Jens",GDR,Men,1000M,Silver,,
1988,Calgary,Skating,"KANIA, Karin",GDR,Women,1000M,Silver,,
1988,Calgary,Skating,"KANIA, Karin",GDR,Women,1500M,Silver,,
1988,Calgary,Skating,"EHRIG, Andrea",GDR,Women,3000M,Silver,,
1988,Calgary,Skating,"EHRIG, Andrea",GDR,Women,5000M,Silver,,
1988,Calgary,Skating,"LUDING, Christa",GDR,Women,500M,Silver,,
1988,Calgary,Skiing,"DE ZOLT, Maurilio",ITA,Men,50KM,Silver,,
1988,Calgary,Skating,"VISSER, Leo",NED,Men,5000M,Silver,,
1988,Calgary,Skating,"YKEMA, Jan",NED,Men,500M,Silver,,
1988,Calgary,Skiing,"MIKKELSPLASS, Paal Gunnar",NOR,Men,15KM,Silver,,
1988,Calgary,Skiing,"DAHLMO, Marianne",NOR,Women,4X5KM Relay,Silver,,
1988,Calgary,Skiing,"DYBENDAHL HARTZ, Trude",NOR,Women,4X5KM Relay,Silver,,
1988,Calgary,Skiing,"JAHREN, Anne",NOR,Women,4X5KM Relay,Silver,,
1988,Calgary,Skiing,"MIKKELSPLASS, Marit",NOR,Women,4X5KM Relay,Silver,,
1988,Calgary,Skiing,"JOHNSEN, Erik",NOR,Men,K120 Individual (90M),Silver,,
1988,Calgary,Skiing,"OERTLI, Brigitte",SUI,Women,Alpine Combined,Silver,,
1988,Calgary,Skiing,"MeeLLER, Peter",SUI,Men,Downhill,Silver,,
1988,Calgary,Skiing,"OERTLI, Brigitte",SUI,Women,Downhill,Silver,,
1988,Calgary,Skiing,"FIGINI, Michela",SUI,Women,Super-G,Silver,,
1988,Calgary,Skiing,"GLANZMANN, Fredy",SUI,Men,Team,Silver,,
1988,Calgary,Skiing,"KEMPF, Hippolyt",SUI,Men,Team,Silver,,
1988,Calgary,Skiing,"SCHAAD, Andreas",SUI,Men,Team,Silver,,
1988,Calgary,Skiing,"PLOC, Pavel",TCH,Men,K90 Individual (70M),Silver,,
1988,Calgary,Biathlon,"MEDVEDTSEV, Valery",URS,Men,10KM,Silver,,
1988,Calgary,Biathlon,"MEDVEDTSEV, Valery",URS,Men,20KM,Silver,,
1988,Calgary,Skating,"KLIMOVA, Marina",URS,Women,Ice Dancing,Silver,,
1988,Calgary,Skating,"PONOMARENKO, Sergey",URS,Men,Ice Dancing,Silver,,
1988,Calgary,Skating,"VALOVA, Yelena",URS,Women,Pairs,Silver,,
1988,Calgary,Skating,"VASILYEV, Oleg",URS,Men,Pairs,Silver,,
1988,Calgary,Skiing,"SMETANINA, Raisa",URS,Women,10KM,Silver,,
1988,Calgary,Skiing,"REZTSOVA, Anfisa",URS,Women,20KM,Silver,,
1988,Calgary,Skiing,"SMIRNOV, Vladimir",URS,Men,30KM Mass Start,Silver,,
1988,Calgary,Skiing,"DEVYATYAROV, Mikhail",URS,Men,4X10KM Relay,Silver,,
1988,Calgary,Skiing,"PROKOUROROV, Alexei",URS,Men,4X10KM Relay,Silver,,
1988,Calgary,Skiing,"SAKHNOV, Vladimir",URS,Men,4X10KM Relay,Silver,,
1988,Calgary,Skiing,"SMIRNOV, Vladimir",URS,Men,4X10KM Relay,Silver,,
1988,Calgary,Skiing,"TIKHONOVA, Tamara",URS,Women,5KM,Silver,,
1988,Calgary,Skating,"FLAIM, Eric",USA,Men,1500M,Silver,,
1988,Calgary,Skiing,"SVET, Mateja",YUG,Women,Slalom,Silver,,
1988,Calgary,Skiing,"DEBELAK, Matjaz",YUG,Men,K120 Team (90M),Silver,,
1988,Calgary,Skiing,"TEPES, Miran",YUG,Men,K120 Team (90M),Silver,,
1988,Calgary,Skiing,"ULAGA, Primoz",YUG,Men,K120 Team (90M),Silver,,
1988,Calgary,Skiing,"ZUPAN, Matjaz",YUG,Men,K120 Team (90M),Silver,,
1992,Albertville,Luge,"PROCK, Markus",AUT,Men,Singles,Silver,,
1992,Albertville,Luge,"NEUNER, Angelika",AUT,Women,Singles,Silver,,
1992,Albertville,Skiing,"WACHTER, Anita",AUT,Women,Alpine Combined,Silver,,
1992,Albertville,Skiing,"WACHTER, Anita",AUT,Women,Giant Slalom,Silver,,
1992,Albertville,Skiing,"HOELLWARTH, Martin",AUT,Men,K120 Individual (90M),Silver,,
1992,Albertville,Skiing,"FELDER, Andreas",AUT,Men,K120 Team (90M),Silver,,
1992,Albertville,Skiing,"HOELLWARTH, Martin",AUT,Men,K120 Team (90M),Silver,,
1992,Albertville,Skiing,"KUTTIN, Heinz",AUT,Men,K120 Team (90M),Silver,,
1992,Albertville,Skiing,"VETTORI, Ernst",AUT,Men,K120 Team (90M),Silver,,
1992,Albertville,Skiing,"HOELLWARTH, Martin",AUT,Men,K90 Individual (70M),Silver,,
1992,Albertville,Ice Hockey,"ARCHIBALD, David",CAN,Men,Ice Hockey,Silver,,
1992,Albertville,Ice Hockey,"BROST, Todd",CAN,Men,Ice Hockey,Silver,,
1992,Albertville,Ice Hockey,"BURKE, Sean",CAN,Men,Ice Hockey,Silver,,
1992,Albertville,Ice Hockey,"DAHL, Kevin",CAN,Men,Ice Hockey,Silver,,
1992,Albertville,Ice Hockey,"GILES, Curtis",CAN,Men,Ice Hockey,Silver,,
1992,Albertville,Ice Hockey,"HANNAN, David",CAN,Men,Ice Hockey,Silver,,
